"id","text","timestamp","ownerUsername","ownerProfilePicUrl","postUrl"
"17934238530025393","Tengo unos vecinos ruidosos.......eeeeeeeeeh!! Es una iglesia pentecostal...........me gustaría leer sus comentarios","2025-06-30T19:16:35.000Z","sandres1976","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/307542660_1453831045125607_3307439778694999589_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=107&ig_cache_key=GIS6VBLnFQJrQCoFACWuHIX0YuYtbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4zNjguQzMifQ%3D%3D&_nc_ohc=kqzraQKhGCAQ7kNvwFd3Xx2&_nc_oc=AdmiiJtAh3Ya4bTpKOEw3ad92nuD2WgmKjY10QjpoYHiPSwDpDBqdXfgzLM-NhWbQXU&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_Afuq3s2Fx5Zr_MksywPHnWxR0gE-6L6QHBjSei8RGMARcA&oe=69A031E7","https://www.instagram.com/p/DK9rbhps-xg/"
"17904196341193091","Excelente información, todo suma cuanto se trata de educación! 👏","2025-06-29T16:10:00.000Z","danielcortesinmobiliario","https://scontent-vie1-1.cdninstagram.com/v/t51.82787-19/573033595_17889514059365632_5856133535670214928_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=107&ig_cache_key=GHvMJyIAfbYSa44-ABAh4G5sKkVRbmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Ojc6XwRW8vQQ7kNvwHNq0gd&_nc_oc=AdmGcf3BuO5B_71jO-k3VEPFI-rOwzTJVaFSy3Wqi57MvLVkXKGdKKZ_odVBY7zYD0U&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_gid=y1llrg4FLaH7euiMowMLLA&oh=00_AfuQEbKO89q2kMPJzSa44jYe6FEZAVNdQjBHWT7aeje6SQ&oe=69A034DF","https://www.instagram.com/p/DK9rbhps-xg/"
"18318626650231666","Qué se puede hacer en un municipio? Cuando es la misma alcaldía la que todos los domingos pone música a todo volumen? (!)","2025-06-29T13:36:35.000Z","franciscofabiaan","https://scontent-vie1-1.cdninstagram.com/v/t51.82787-19/625122815_18550580056044675_8296324933898181376_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=102&ig_cache_key=GP_dQiWDNJ5_p_dBAACbN1KSdyJzbmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDI0LkMzIn0%3D&_nc_ohc=_s-juLUuZHcQ7kNvwEMFRnc&_nc_oc=AdlQI624ERo9CgPK-91qdG6l0cD8l5U6Gm_87kP_KLytwR3h8WOrv97AhQqiYHSBQaE&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_gid=y1llrg4FLaH7euiMowMLLA&oh=00_AfspAXpiJOZkMDxAfiH0oJQK3Vh52iFiEAlrXtvn-KKURw&oe=69A03DA5","https://www.instagram.com/p/DK9rbhps-xg/"
"18113659993500624","Y con vecinos fumadores?","2025-07-05T01:55:45.000Z","matateag","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/242831050_579018503148837_526878755132363288_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=101&ig_cache_key=GMpOeQ4l1TJAnQ4CABhSXa9v2U8HbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43MDEuQzMifQ%3D%3D&_nc_ohc=jdwcr8aC1aMQ7kNvwG0fIeE&_nc_oc=AdkAja1I_K8eR85zjjHqbGV-RXr3tueDJcNxtX--HVjWDYYTkgh4rkLgOQCsF0Cbu6A&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_Afvi3jbc8J2ze5W_DzKsHmyZX6vypYhI2oLfb6125Shsmg&oe=69A05244","https://www.instagram.com/p/DK9rbhps-xg/"
"17932890867061314","La policia de aca por mucho que los llamen no vienen","2025-07-01T14:36:44.000Z","zapata.ceci","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/15803593_741134932704931_2606938272705806336_a.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GMkk8QCj-mTsDqICAAAAAACMtC0kYUULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xOTYuQzMifQ%3D%3D&_nc_ohc=ZbKfhIyT3vwQ7kNvwG5hktV&_nc_oc=Adn_AuTYkSOcz01tjc5DTgpNCYSZwovvmnrWD7H_w0iMjSjcIgQ7_msxhMwZ_dND3ww&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_AfsnZxB1oK1E-5pXThlsL3j4QmVTt6miLS8IT_djd3XOnA&oe=69A0409C","https://www.instagram.com/p/DK9rbhps-xg/"
"18024515666703195","La cuadra donde vivo está presentando problemas de ruido de carros que se parchan en la calle a poner música cual discoteca. He llamado al CAI del cuadrante y a la policía y nunca han hecho nada. Es preocupante pues no sabemos que más hacer.","2025-06-26T21:30:02.000Z","ktica18","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/293069784_562810425365819_3536864340345095435_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=102&ig_cache_key=GNjjdxE71XqD3-8BAAsFBOFgdxUxbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=W_zhzbVbzQ8Q7kNvwHsnrk9&_nc_oc=AdlgTWZQkmMITg45u86b27wpVjbdZoo7XVj2HlE7OIM5ZUfJA5dBKE0SU-vAQiCpCmw&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_AftaO6VaYYk91ClJ371o-TcE1nIc9TnDVF3UbWqi6-L0bQ&oe=69A0451D","https://www.instagram.com/p/DK9rbhps-xg/"
"17947323401881106","Intervención Urgente en calle 47#49, centro de Medellín, barrio bombona número 1. Esta calle tiene unos 5 establecimientos que ponen silla en la calle y en ocasiones el bafle cuál Urabá. Se presentan muchas riñas y salen a cantar a la calle, la policía llega tarde o a las 4am, luego de varias llamadas o de que se presente alguna situación de intolerancia debido al ruido. Hemos puesto pqr, reuniónes con la policía etc. Voy a explorar un derecho de petición. Es muy triste porque el apartamento es propio y lo terminamos de pagar este año y ya estamos buscando para dónde irnos o pensando en venderlo😢 nos sentimos desplazados de nuestra casa y abandonados de la institucionalidad, sobretodo de la policía 🚓.","2025-07-28T04:55:05.000Z","laalegriadelbienestar","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/225159889_586414705687581_3309885506649176961_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=104&ig_cache_key=GNGqaw0dPDlQVxUCAIG7Ce9UE_8tbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy40MDUuQzMifQ%3D%3D&_nc_ohc=D-nLFSwzyo0Q7kNvwGD7LQV&_nc_oc=AdlB5inLeuleSZgKRFES7prMg7XyKX4JAAAv7fkGub6AluhbwxQRe_511AMZLBqwPfs&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_AfstcL7Rv6nHIueiasMPxvHxHsp4NbinrO7Voh0dTq8s-g&oe=69A03833","https://www.instagram.com/p/DK9rbhps-xg/"
"18040108265648653","❤️❤️❤️❤️❤️❤️","2025-07-08T20:32:31.000Z","dianacarolinatorresd","https://scontent-vie1-1.cdninstagram.com/v/t51.82787-19/620407990_18085568879137220_4537089739408822148_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=100&ig_cache_key=GLas_iTEEZqkukBAAIRPiFcU_-Y_bmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=SvU2VUbr29gQ7kNvwHsu5tO&_nc_oc=AdniZoHP943ZIFCbeznRqTR4wpzNE4RtGcJgFCj8bUsTrCLGzgg33xUdGJZNrSC7fbk&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_gid=y1llrg4FLaH7euiMowMLLA&oh=00_Afvpptcebg7neOS9PZCLse0Qw_vnGCrAhzlwpBJESsRjbQ&oe=69A03872","https://www.instagram.com/p/DK9rbhps-xg/"
"17940477843040617","No hacen nada yo tengo unos vecinos super ruidoso hasta el bafle me lo ponen en.mi ventana llamando a a la policía no pasa nada he puesto a  a varios vecinos a llamar no pasa nada y unos amigos policía  lo que me dijeron que fuera personalmente a la fiscalia como le parece .","2025-07-04T20:48:55.000Z","gioyasagitario","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/248439028_141889961502418_3858912707379699117_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GPTgzg7SpsBUDIEAAK2dm3apnI01bkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy42MTIuQzMifQ%3D%3D&_nc_ohc=mSzzCIJzMEQQ7kNvwGko29V&_nc_oc=AdkUMQ4iBCog6_IdwDawtpAa17xq9oh5DmqYOLi_Gy4zYuiQIriPBfoFDM3WXCqRip0&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_AfsVs6taWP1nZwLum6di2MMW3od0gQsmYckJRiiNT65auA&oe=69A05181","https://www.instagram.com/p/DK9rbhps-xg/"
"17910629883051662","Lo voy a hacer gracias","2025-07-12T17:04:38.000Z","ricardoduran8409","https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/136426327_411832053263060_9177104152399114937_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=105&ig_cache_key=GFezIQjU6j0fj3YBALnygq6an1t-bkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=4r787h5cgEsQ7kNvwHZ6XiT&_nc_oc=AdnkSrnFFnEMQLCKMwwzX7fbKAMlTgvSWjYjtd84DUX6EWutn5zJxoCdTjFbrwmYZdY&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&oh=00_AftJ26u5GrKstmm9_veZ-kEviY-ky1E6cRdFXRGTLBryIQ&oe=69A04CB5","https://www.instagram.com/p/DK9rbhps-xg/"
